#{"t_start": 1761629247.7457414, "env_id": "HalfCheetah-v5"}
r,l,t
1650.972987,1000,143.726701
1702.489831,1000,143.909546
1619.488963,1000,144.447626
1589.616072,1000,144.634378
1612.485097,1000,144.817403
1519.476018,1000,145.357145
1569.777332,1000,145.541637
1500.720824,1000,146.111453
1686.618845,1000,146.29618
1693.956284,1000,146.972799
1618.870372,1000,147.15633
1541.520403,1000,147.694849
1645.372833,1000,147.877801
1682.697446,1000,148.419625
1631.683075,1000,148.603732
1569.570565,1000,149.170793
1556.197472,1000,149.353897
1569.107165,1000,149.895803
1601.705558,1000,150.080521
1635.778749,1000,150.61849
1659.441224,1000,150.806225
1582.640021,1000,151.347501
1626.197717,1000,151.532652
1628.300574,1000,152.073567
1611.244294,1000,152.258535
1619.639824,1000,152.801107
1695.695164,1000,152.985204
1591.689616,1000,153.524153
424.913299,1000,153.709391
1627.589754,1000,154.24782
1630.045363,1000,154.431771
1646.153615,1000,154.972803
1593.307832,1000,155.156018
1578.751124,1000,155.698037
1640.685158,1000,155.882301
1682.226166,1000,156.420143
1556.45402,1000,156.603137
1633.234346,1000,157.141309
1683.112642,1000,157.325648
1638.93312,1000,157.878728
1650.072872,1000,158.063385
1647.454705,1000,158.616762
1608.855865,1000,158.801442
1642.450594,1000,159.364902
1520.505678,1000,159.549061
1561.45886,1000,160.085449
1651.104555,1000,160.269727
1601.836457,1000,160.453609
1637.319312,1000,160.992136
1689.974562,1000,161.177214
1656.24412,1000,161.807563
1619.680918,1000,161.991272
1679.533309,1000,162.692273
1565.624211,1000,162.876714
1556.296871,1000,163.429289
1671.380185,1000,163.614157
1388.934734,1000,164.277102
1632.324091,1000,164.461204
1607.034628,1000,164.999609
1592.622337,1000,165.184998
1659.423008,1000,165.757877
1682.776854,1000,165.941707
1654.769741,1000,166.609346
1621.959552,1000,166.791807
1630.405647,1000,167.510127
1665.573355,1000,167.696168
1650.802711,1000,168.295711
1291.46268,1000,168.483574
1556.250787,1000,169.131435
1625.954869,1000,169.318775
1641.071321,1000,170.052762
1624.783496,1000,170.252869
1578.92197,1000,170.806981
