#{"t_start": 1760901452.8197339, "env_id": "HalfCheetah-v5"}
r,l,t
1617.80936,1000,551.661419
1645.441817,1000,552.454925
1682.368894,1000,556.12202
1655.282654,1000,556.899271
1639.400988,1000,560.618433
1670.204505,1000,561.400635
1454.500172,1000,566.126449
1650.961185,1000,566.902449
1681.017583,1000,571.392851
1667.681512,1000,572.140678
1615.746663,1000,576.968343
1666.062125,1000,577.688146
1621.917232,1000,581.309749
1584.583183,1000,582.12053
1651.556105,1000,586.066316
1690.507763,1000,586.859114
1637.823484,1000,591.229511
1618.423785,1000,591.975433
1649.29682,1000,596.368613
1655.296456,1000,597.133053
1664.70508,1000,600.647152
1644.89556,1000,601.409301
1675.951975,1000,605.863967
1437.016591,1000,606.598741
1586.241198,1000,611.326798
1614.971683,1000,612.09743
1512.574007,1000,615.703316
1637.793077,1000,616.483314
1643.914952,1000,620.043921
1645.695261,1000,620.847268
1617.053089,1000,624.368224
1671.951078,1000,625.099597
1610.32012,1000,628.798929
1655.343239,1000,629.544386
1635.294209,1000,633.957514
1644.920853,1000,634.700589
1639.558613,1000,638.399545
1707.812008,1000,639.138178
1621.093426,1000,642.733839
1649.164055,1000,643.484474
1667.142826,1000,644.25827
1657.601909,1000,647.820184
1684.176387,1000,648.624208
1650.301067,1000,652.302114
1596.582816,1000,653.064011
1558.659961,1000,656.677443
1640.711739,1000,657.447378
1525.752871,1000,661.006551
1660.204897,1000,661.775834
1658.821832,1000,665.863078
1681.628913,1000,666.600929
1677.594951,1000,670.541586
1588.898697,1000,671.344678
1635.299416,1000,675.455748
1606.878773,1000,676.178517
1631.929897,1000,679.820995
1639.378154,1000,680.615889
1644.543812,1000,684.264624
1619.899931,1000,685.000608
1634.474054,1000,688.624747
1657.320327,1000,689.413134
1675.535832,1000,693.053209
1627.420499,1000,693.856444
1639.00587,1000,698.615866
1655.758183,1000,699.400071
1670.580079,1000,702.970884
1626.468325,1000,703.75333
1503.294907,1000,708.380872
1649.555096,1000,709.151021
1592.796482,1000,712.66402
1695.854772,1000,713.47927
1606.063977,1000,717.011173
1659.544054,1000,717.790708
1653.838685,1000,721.279266
1698.901365,1000,722.034722
1662.247209,1000,725.587104
1598.938809,1000,726.342625
1670.750742,1000,731.207388
1644.777349,1000,732.010504
1599.818386,1000,735.728315
